tick,source_rho,destA_rho,destB_rho
162,17.502017057176705,0.5817873604001036,0.7404745335477783
163,17.907746594624925,0.7283512589615517,0.8028520939197187
164,17.98973205736841,0.7276679542205664,0.7998336360815601
165,17.744616950929583,0.7596407224422204,0.870703507379126
166,17.182436316565845,0.757798354274495,0.8680445544839279
167,16.32620589550147,0.5509189236078971,1.0408935303434297
168,15.210979861777638,0.5479905226692072,1.0391758841533538
169,13.882415700248492,0.3221994065016234,1.323907187037639
170,12.394904983786644,0.3184526098580526,1.3237860382522306
171,10.80934657589924,0.07424070819048115,1.615868113264339
172,9.190653424100333,0.07595610352593772,1.6169532254560246
173,7.605095016212941,0.008786540641780666,1.8763679456925173
174,6.1175842997511785,0.11294743623389522,1.8813154037529496
175,4.789020138222078,0.4401430825663195,2.07656362742266
176,3.673794104498264,0.44165740119031704,2.050214747781791
177,2.8175636834339643,0.7187095174377596,1.8185109302692533
178,2.255383049070309,0.7218931198265754,1.7028381345413737
179,2.0102679426315664,1.0183139953875902,1.339172003029799
180,2.092253405375141,1.0263685019108122,1.2140366868905574
181,2.497982942823427,1.042232374624456,0.8243258829039554
182,3.2108459400420957,0.0013209062310963191,0.7915303668701263
183,4.201657702167209,0.3520485119650836,0.6811448189219239
184,5.429854279241857,0.350567638855488,0.681929891051087
185,6.8451531590936625,0.4224158640897946,0.8360116785793539
186,8.389611839290938,0.4214266386542989,0.8340349676947653
187,10.000000000000217,0.4642179028850392,1.0926352558430308
188,11.610388160709483,0.46332686004771423,1.0918902654393057
189,13.154846840906783,0.4242975989184286,1.1706435475688044
190,14.570145720758545,0.42301907723280113,0.00012605562165490802
191,15.798342297833129,0.30818790061987716,8.229383663562604
192,16.789154059958133,0.3067076653483799,8.257938995251823
193,17.502017057176722,0.17086653727419357,8.682413358023892
194,17.907746594624925,0.17360294389257797,8.709486958286751
195,17.989732057368407,0.03886769235880555,8.505711011985795
196,17.74461695092957,0.07558385328409056,8.531604083120122
197,17.18243631656582,0.05614581268697834,5.265851958684166
198,16.326205895501438,0.07947665708085139,5.289074668403899
199,15.210979861777597,0.3674764061050524,5.532944373388297
200,13.882415700248444,0.3680456016275663,5.551935162754139
201,12.394904983786647,0.5853651440438419,5.584240574422635
202,10.809346575899296,0.5867369947834893,5.598482235402876
203,9.19065342410039,0.7427671512822445,5.419352460391713
204,7.605095016213051,0.7428532731575078,5.429649185220928
205,6.11758429975128,0.7833995938657737,5.100902469580604
206,4.789020138222209,0.7818638688491147,5.107945189663304
207,3.6737941044984046,0.5970218730994941,4.706983459765753
208,2.8175636834340905,0.5938301354301532,4.711155686980111
209,2.255383049070381,0.3704285266293832,4.288117002459612
210,2.010267942631584,0.3652235607133832,4.2897859209650315
211,2.0922534053750885,0.12480611242280852,3.8749194267170872
212,2.497982942823308,0.11796215765159895,3.87415429772288
213,3.2108459400418843,0.003239153186163843,3.486727270357309
214,4.201657702166894,0.26960679438075374,3.4579717230009543
215,5.429854279241436,0.3808707156502239,3.155342120803601
216,6.845153159093192,0.38100892204630293,3.1525277273535774
217,8.38961183929038,0.5957593810262256,2.843258138699947
218,9.999999999999645,0.5974662594703997,2.8390202586568085
219,11.61038816070887,0.8357877235004654,2.533404386936531
220,13.154846840906156,0.8390438081074609,2.5280053350026375
