schema,runId,runIndex,repIndex,capLawHash,pressCUsed,dampUsed,tick,tMs,lateByMs,basin,max1_from,max1_to,max1_absFlux,max2_from,max2_to,max2_absFlux,flux_114_89,flux_114_79,flux_136_89,flux_136_79,flux_89_79,handshake_pending,handshake_applied_tick
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-12-24-917Z_r00071_d20.000_rep7,71,7,9dbcb7d6,2.0,20,11,2200,0.0,82,114,89,0.068709,114,79,0.068709,0.068709,0.068709,0.058853,0.058853,-0.000001,1,3
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-12-24-917Z_r00071_d20.000_rep7,71,7,9dbcb7d6,2.0,20,12,2400,0.0,82,114,89,0.063670,114,79,0.063670,0.063670,0.063670,0.054091,0.054091,-0.000001,1,3
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-12-24-917Z_r00071_d20.000_rep7,71,7,9dbcb7d6,2.0,20,13,2600,0.0,82,114,89,0.058607,114,79,0.058607,0.058607,0.058607,0.049459,0.049458,-0.000001,1,3
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-12-24-917Z_r00071_d20.000_rep7,71,7,9dbcb7d6,2.0,20,14,2800,0.0,82,114,89,0.053650,114,79,0.053650,0.053650,0.053650,0.045029,0.045028,-0.000001,1,3
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-12-24-917Z_r00071_d20.000_rep7,71,7,9dbcb7d6,2.0,20,15,3000,0.0,82,114,89,0.048887,114,79,0.048886,0.048887,0.048886,0.040847,0.040846,-0.000001,1,3
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-12-24-917Z_r00071_d20.000_rep7,71,7,9dbcb7d6,2.0,20,16,3200,0.0,82,114,89,0.044373,114,79,0.044373,0.044373,0.044373,0.036939,0.036938,-0.000001,1,3
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-12-24-917Z_r00071_d20.000_rep7,71,7,9dbcb7d6,2.0,20,17,3400,0.0,82,114,89,0.040145,114,79,0.040144,0.040145,0.040144,0.033316,0.033316,-0.000000,1,3
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-12-24-917Z_r00071_d20.000_rep7,71,7,9dbcb7d6,2.0,20,18,3600,0.0,82,114,89,0.036217,114,79,0.036216,0.036217,0.036216,0.029981,0.029980,-0.000000,1,3
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-12-24-917Z_r00071_d20.000_rep7,71,7,9dbcb7d6,2.0,20,19,3800,0.0,82,114,89,0.032595,114,79,0.032594,0.032595,0.032594,0.026927,0.026926,-0.000000,1,3
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-12-24-917Z_r00071_d20.000_rep7,71,7,9dbcb7d6,2.0,20,20,4000,0.0,82,114,89,0.029274,114,79,0.029274,0.029274,0.029274,0.024143,0.024142,-0.000000,1,3
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-12-24-917Z_r00071_d20.000_rep7,71,7,9dbcb7d6,2.0,20,21,4200,0.0,82,114,89,0.026244,114,79,0.026244,0.026244,0.026244,0.021615,0.021614,-0.000000,1,3
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-12-24-917Z_r00071_d20.000_rep7,71,7,9dbcb7d6,2.0,20,22,4400,0.0,82,114,89,0.023492,114,79,0.023491,0.023492,0.023491,0.019326,0.019326,-0.000000,1,3
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-12-24-917Z_r00071_d20.000_rep7,71,7,9dbcb7d6,2.0,20,23,4600,0.0,82,114,89,0.020999,104,114,0.020999,0.020999,0.020999,0.017261,0.017261,-0.000000,1,3
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-12-24-917Z_r00071_d20.000_rep7,71,7,9dbcb7d6,2.0,20,24,4800,0.0,82,114,89,0.018749,104,114,0.018748,0.018749,0.018748,0.015401,0.015401,-0.000000,1,3
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-12-24-917Z_r00071_d20.000_rep7,71,7,9dbcb7d6,2.0,20,25,5000,0.0,82,114,89,0.016722,104,114,0.016722,0.016722,0.016721,0.013730,0.013730,-0.000000,1,3
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-12-24-917Z_r00071_d20.000_rep7,71,7,9dbcb7d6,2.0,20,26,5200,0.0,82,114,89,0.014901,104,114,0.014901,0.014901,0.014900,0.012231,0.012230,-0.000000,1,3
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-12-24-917Z_r00071_d20.000_rep7,71,7,9dbcb7d6,2.0,20,27,5400,0.0,82,114,89,0.013267,104,114,0.013267,0.013267,0.013267,0.010888,0.010888,-0.000000,1,3
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-12-24-917Z_r00071_d20.000_rep7,71,7,9dbcb7d6,2.0,20,28,5600,0.0,82,114,89,0.011804,104,114,0.011804,0.011804,0.011804,0.009687,0.009687,-0.000000,1,3
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-12-24-917Z_r00071_d20.000_rep7,71,7,9dbcb7d6,2.0,20,29,5800,0.0,82,104,114,0.010496,114,89,0.010496,0.010496,0.010496,0.008614,0.008614,-0.000000,1,3
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-12-24-917Z_r00071_d20.000_rep7,71,7,9dbcb7d6,2.0,20,30,6000,0.0,82,104,114,0.009328,114,89,0.009328,0.009328,0.009328,0.007656,0.007656,-0.000000,1,3
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-12-24-917Z_r00071_d20.000_rep7,71,7,9dbcb7d6,2.0,20,31,6200,0.0,82,104,114,0.008286,114,89,0.008286,0.008286,0.008286,0.006803,0.006802,-0.000000,1,3
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-12-24-917Z_r00071_d20.000_rep7,71,7,9dbcb7d6,2.0,20,32,6400,0.0,82,104,114,0.007357,114,89,0.007357,0.007357,0.007357,0.006043,0.006043,-0.000000,1,3
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-12-24-917Z_r00071_d20.000_rep7,71,7,9dbcb7d6,2.0,20,33,6600,0.0,82,104,114,0.006530,114,89,0.006530,0.006530,0.006529,0.005367,0.005367,-0.000000,1,3
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-12-24-917Z_r00071_d20.000_rep7,71,7,9dbcb7d6,2.0,20,34,6800,0.0,82,104,114,0.005794,114,89,0.005794,0.005794,0.005793,0.004766,0.004766,-0.000000,1,3
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-12-24-917Z_r00071_d20.000_rep7,71,7,9dbcb7d6,2.0,20,35,7000,0.0,82,104,114,0.005139,114,89,0.005139,0.005139,0.005139,0.004232,0.004231,-0.000000,1,3
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-12-24-917Z_r00071_d20.000_rep7,71,7,9dbcb7d6,2.0,20,36,7200,0.0,82,104,114,0.004557,114,89,0.004557,0.004557,0.004557,0.003757,0.003756,-0.000000,1,3
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-12-24-917Z_r00071_d20.000_rep7,71,7,9dbcb7d6,2.0,20,37,7400,0.0,82,104,114,0.004042,114,89,0.004042,0.004042,0.004042,0.003334,0.003334,-0.000000,1,3
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-12-24-917Z_r00071_d20.000_rep7,71,7,9dbcb7d6,2.0,20,38,7600,0.0,82,104,114,0.003585,114,89,0.003584,0.003584,0.003584,0.002960,0.002959,-0.000000,1,3
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-12-24-917Z_r00071_d20.000_rep7,71,7,9dbcb7d6,2.0,20,39,7800,0.0,82,104,114,0.003179,114,89,0.003179,0.003179,0.003179,0.002627,0.002626,-0.000000,1,3
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-12-24-917Z_r00071_d20.000_rep7,71,7,9dbcb7d6,2.0,20,40,8000,0.0,82,104,114,0.002819,114,89,0.002819,0.002819,0.002819,0.002331,0.002331,-0.000000,1,3
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-12-24-917Z_r00071_d20.000_rep7,71,7,9dbcb7d6,2.0,20,41,8200,0.0,82,104,114,0.002500,114,89,0.002500,0.002500,0.002500,0.002068,0.002068,-0.000000,1,3
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-12-24-917Z_r00071_d20.000_rep7,71,7,9dbcb7d6,2.0,20,42,8400,0.0,82,104,114,0.002217,114,89,0.002217,0.002217,0.002217,0.001835,0.001835,-0.000000,1,3
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-12-24-917Z_r00071_d20.000_rep7,71,7,9dbcb7d6,2.0,20,43,8600,0.0,82,104,114,0.001966,114,89,0.001966,0.001966,0.001966,0.001628,0.001628,-0.000000,1,3
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-12-24-917Z_r00071_d20.000_rep7,71,7,9dbcb7d6,2.0,20,44,8800,0.0,82,104,114,0.001744,114,89,0.001744,0.001744,0.001744,0.001444,0.001444,-0.000000,1,3
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-12-24-917Z_r00071_d20.000_rep7,71,7,9dbcb7d6,2.0,20,45,9000,0.0,82,104,114,0.001547,114,89,0.001547,0.001547,0.001546,0.001281,0.001281,-0.000000,1,3
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-12-24-917Z_r00071_d20.000_rep7,71,7,9dbcb7d6,2.0,20,46,9200,0.0,82,104,114,0.001372,114,89,0.001372,0.001372,0.001371,0.001137,0.001137,-0.000000,1,3
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-12-24-917Z_r00071_d20.000_rep7,71,7,9dbcb7d6,2.0,20,47,9400,0.0,82,104,114,0.001216,114,89,0.001216,0.001216,0.001216,0.001008,0.001008,-0.000000,1,3
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-12-24-917Z_r00071_d20.000_rep7,71,7,9dbcb7d6,2.0,20,48,9600,0.0,82,104,114,0.001079,114,89,0.001079,0.001079,0.001079,0.000894,0.000894,-0.000000,1,3
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-12-24-917Z_r00071_d20.000_rep7,71,7,9dbcb7d6,2.0,20,49,9800,0.0,82,104,114,0.000957,114,89,0.000957,0.000957,0.000957,0.000793,0.000793,-0.000000,1,3
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-12-24-917Z_r00071_d20.000_rep7,71,7,9dbcb7d6,2.0,20,50,10000,0.0,82,104,114,0.000848,114,89,0.000848,0.000848,0.000848,0.000703,0.000703,-0.000000,1,3
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-12-24-917Z_r00071_d20.000_rep7,71,7,9dbcb7d6,2.0,20,51,10200,0.0,82,104,114,0.000752,114,89,0.000752,0.000752,0.000752,0.000624,0.000624,-0.000000,1,3
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-12-24-917Z_r00071_d20.000_rep7,71,7,9dbcb7d6,2.0,20,52,10400,0.0,82,104,114,0.000667,114,89,0.000667,0.000667,0.000667,0.000553,0.000553,-0.000000,1,3
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-12-24-917Z_r00071_d20.000_rep7,71,7,9dbcb7d6,2.0,20,53,10600,0.0,82,104,114,0.000592,114,89,0.000592,0.000592,0.000592,0.000490,0.000490,-0.000000,1,3
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-12-24-917Z_r00071_d20.000_rep7,71,7,9dbcb7d6,2.0,20,54,10800,0.0,82,104,114,0.000525,114,89,0.000525,0.000525,0.000525,0.000435,0.000435,-0.000000,1,3
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-12-24-917Z_r00071_d20.000_rep7,71,7,9dbcb7d6,2.0,20,55,11000,0.0,82,104,114,0.000465,114,89,0.000465,0.000465,0.000465,0.000386,0.000386,-0.000000,1,3
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-12-24-917Z_r00071_d20.000_rep7,71,7,9dbcb7d6,2.0,20,56,11200,0.0,82,104,114,0.000413,114,89,0.000413,0.000413,0.000413,0.000342,0.000342,-0.000000,1,3
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-12-24-917Z_r00071_d20.000_rep7,71,7,9dbcb7d6,2.0,20,57,11400,0.0,82,104,114,0.000366,114,89,0.000366,0.000366,0.000366,0.000303,0.000303,-0.000000,1,3
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-12-24-917Z_r00071_d20.000_rep7,71,7,9dbcb7d6,2.0,20,58,11600,0.0,82,104,114,0.000325,114,89,0.000325,0.000325,0.000325,0.000269,0.000269,-0.000000,1,3
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-12-24-917Z_r00071_d20.000_rep7,71,7,9dbcb7d6,2.0,20,59,11800,0.0,82,104,114,0.000288,114,89,0.000288,0.000288,0.000288,0.000239,0.000239,-0.000000,1,3
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-12-24-917Z_r00071_d20.000_rep7,71,7,9dbcb7d6,2.0,20,60,12000,0.0,82,104,114,0.000255,114,89,0.000255,0.000255,0.000255,0.000212,0.000212,-0.000000,1,3
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-12-26-536Z_r00072_d10.000_rep6,72,6,9dbcb7d6,2.0,10,0,0,0.0,82,90,89,0.125076,90,79,0.125075,0.000193,0.000192,0.033152,0.033151,-0.000001,0,
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-12-26-536Z_r00072_d10.000_rep6,72,6,9dbcb7d6,2.0,10,1,200,0.0,82,82,23,0.120938,90,89,0.119296,0.029745,0.029744,0.059048,0.059048,-0.000001,0,
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-12-26-536Z_r00072_d10.000_rep6,72,6,9dbcb7d6,2.0,10,2,400,0.0,82,82,23,0.117969,90,89,0.113242,0.052799,0.052799,0.078877,0.078876,-0.000001,0,
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-12-26-536Z_r00072_d10.000_rep6,72,6,9dbcb7d6,2.0,10,3,600,0.0,82,82,23,0.114106,82,89,0.107756,0.070406,0.070405,0.093640,0.093639,-0.000001,0,
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-12-26-536Z_r00072_d10.000_rep6,72,6,9dbcb7d6,2.0,10,4,800,0.0,82,82,23,0.109586,136,89,0.104195,0.083469,0.083468,0.104195,0.104194,-0.000001,0,
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-12-26-536Z_r00072_d10.000_rep6,72,6,9dbcb7d6,2.0,10,5,1000,0.0,82,136,89,0.111279,136,79,0.111278,0.092763,0.092762,0.111279,0.111278,-0.000001,1,
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-12-26-536Z_r00072_d10.000_rep6,72,6,9dbcb7d6,2.0,10,6,1200,0.0,82,136,89,0.115521,136,79,0.115520,0.104750,0.104749,0.115521,0.115520,-0.000001,1,6
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-12-26-536Z_r00072_d10.000_rep6,72,6,9dbcb7d6,2.0,10,7,1400,0.0,82,136,89,0.117454,136,79,0.117453,0.112936,0.112935,0.117454,0.117453,-0.000001,1,6
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-12-26-536Z_r00072_d10.000_rep6,72,6,9dbcb7d6,2.0,10,8,1600,0.0,82,114,89,0.118003,114,79,0.118002,0.118003,0.118002,0.117531,0.117530,-0.000001,1,6
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-12-26-536Z_r00072_d10.000_rep6,72,6,9dbcb7d6,2.0,10,9,1800,0.0,82,114,89,0.120532,114,79,0.120530,0.120532,0.120530,0.116137,0.116135,-0.000001,1,6
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-12-26-536Z_r00072_d10.000_rep6,72,6,9dbcb7d6,2.0,10,10,2000,0.0,82,114,89,0.121015,114,79,0.121014,0.121015,0.121014,0.113592,0.113591,-0.000001,1,6
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-12-26-536Z_r00072_d10.000_rep6,72,6,9dbcb7d6,2.0,10,11,2200,0.0,82,114,89,0.119871,114,79,0.119870,0.119871,0.119870,0.110169,0.110167,-0.000001,1,6
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-12-26-536Z_r00072_d10.000_rep6,72,6,9dbcb7d6,2.0,10,12,2400,0.0,82,114,89,0.117452,114,79,0.117450,0.117452,0.117450,0.106082,0.106081,-0.000002,1,6
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-12-26-536Z_r00072_d10.000_rep6,72,6,9dbcb7d6,2.0,10,13,2600,0.0,82,114,89,0.114052,114,79,0.114050,0.114052,0.114050,0.101518,0.101516,-0.000002,1,6
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-12-26-536Z_r00072_d10.000_rep6,72,6,9dbcb7d6,2.0,10,14,2800,0.0,82,114,89,0.109919,114,79,0.109917,0.109919,0.109917,0.096631,0.096630,-0.000002,1,6
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-12-26-536Z_r00072_d10.000_rep6,72,6,9dbcb7d6,2.0,10,15,3000,0.0,82,114,89,0.105257,114,79,0.105255,0.105257,0.105255,0.091551,0.091549,-0.000002,1,6
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-12-26-536Z_r00072_d10.000_rep6,72,6,9dbcb7d6,2.0,10,16,3200,0.0,82,114,89,0.100236,114,79,0.100234,0.100236,0.100234,0.086380,0.086378,-0.000002,1,6
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-12-26-536Z_r00072_d10.000_rep6,72,6,9dbcb7d6,2.0,10,17,3400,0.0,82,114,89,0.094994,114,79,0.094993,0.094994,0.094993,0.081202,0.081201,-0.000002,1,6
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-12-26-536Z_r00072_d10.000_rep6,72,6,9dbcb7d6,2.0,10,18,3600,0.0,82,114,89,0.089645,114,79,0.089643,0.089645,0.089643,0.076085,0.076083,-0.000002,1,6
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-12-26-536Z_r00072_d10.000_rep6,72,6,9dbcb7d6,2.0,10,19,3800,0.0,82,114,89,0.084277,114,79,0.084276,0.084277,0.084276,0.071079,0.071077,-0.000002,1,6
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-12-26-536Z_r00072_d10.000_rep6,72,6,9dbcb7d6,2.0,10,20,4000,0.0,82,114,89,0.078964,114,79,0.078962,0.078964,0.078962,0.066224,0.066222,-0.000002,1,6
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-12-26-536Z_r00072_d10.000_rep6,72,6,9dbcb7d6,2.0,10,21,4200,0.0,82,114,89,0.073761,114,79,0.073760,0.073761,0.073760,0.061550,0.061548,-0.000002,1,6
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-12-26-536Z_r00072_d10.000_rep6,72,6,9dbcb7d6,2.0,10,22,4400,0.0,82,114,89,0.068712,114,79,0.068711,0.068712,0.068711,0.057077,0.057076,-0.000002,1,6
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-12-26-536Z_r00072_d10.000_rep6,72,6,9dbcb7d6,2.0,10,23,4600,0.0,82,114,89,0.063849,114,79,0.063847,0.063849,0.063847,0.052821,0.052820,-0.000002,1,6
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-12-26-536Z_r00072_d10.000_rep6,72,6,9dbcb7d6,2.0,10,24,4800,0.0,82,114,89,0.059194,114,79,0.059192,0.059194,0.059192,0.048790,0.048788,-0.000002,1,6
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-12-26-536Z_r00072_d10.000_rep6,72,6,9dbcb7d6,2.0,10,25,5000,0.0,82,114,89,0.054763,114,79,0.054762,0.054763,0.054762,0.044987,0.044986,-0.000002,1,6
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-12-26-536Z_r00072_d10.000_rep6,72,6,9dbcb7d6,2.0,10,26,5200,0.0,82,114,89,0.050566,114,79,0.050565,0.050566,0.050565,0.041413,0.041411,-0.000002,1,6
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-12-26-536Z_r00072_d10.000_rep6,72,6,9dbcb7d6,2.0,10,27,5400,0.0,82,114,89,0.046607,114,79,0.046606,0.046607,0.046606,0.038065,0.038063,-0.000002,1,6
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-12-26-536Z_r00072_d10.000_rep6,72,6,9dbcb7d6,2.0,10,28,5600,0.0,82,114,89,0.042887,114,79,0.042886,0.042887,0.042886,0.034937,0.034936,-0.000001,1,6
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-12-26-536Z_r00072_d10.000_rep6,72,6,9dbcb7d6,2.0,10,29,5800,0.0,82,114,89,0.039403,114,79,0.039401,0.039403,0.039401,0.032025,0.032023,-0.000001,1,6
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-12-26-536Z_r00072_d10.000_rep6,72,6,9dbcb7d6,2.0,10,30,6000,0.0,82,114,89,0.036149,114,79,0.036148,0.036149,0.036148,0.029318,0.029316,-0.000001,1,6
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-12-26-536Z_r00072_d10.000_rep6,72,6,9dbcb7d6,2.0,10,31,6200,0.0,82,114,89,0.033119,114,79,0.033118,0.033119,0.033118,0.026810,0.026809,-0.000001,1,6
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-12-26-536Z_r00072_d10.000_rep6,72,6,9dbcb7d6,2.0,10,32,6400,0.0,82,114,89,0.030305,114,79,0.030303,0.030305,0.030303,0.024494,0.024493,-0.000001,1,6
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-12-26-536Z_r00072_d10.000_rep6,72,6,9dbcb7d6,2.0,10,33,6600,0.0,82,114,89,0.027696,114,79,0.027695,0.027696,0.027695,0.022360,0.022358,-0.000001,1,6
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-12-26-536Z_r00072_d10.000_rep6,72,6,9dbcb7d6,2.0,10,34,6800,0.0,82,114,89,0.025284,114,79,0.025283,0.025284,0.025283,0.020394,0.020393,-0.000001,1,6
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-12-26-536Z_r00072_d10.000_rep6,72,6,9dbcb7d6,2.0,10,35,7000,0.0,82,114,89,0.023057,114,79,0.023056,0.023057,0.023056,0.018587,0.018586,-0.000001,1,6
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-12-26-536Z_r00072_d10.000_rep6,72,6,9dbcb7d6,2.0,10,36,7200,0.0,82,114,89,0.021005,114,79,0.021004,0.021005,0.021004,0.016928,0.016927,-0.000001,1,6
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-12-26-536Z_r00072_d10.000_rep6,72,6,9dbcb7d6,2.0,10,37,7400,0.0,82,114,89,0.019117,114,79,0.019116,0.019117,0.019116,0.015406,0.015405,-0.000001,1,6
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-12-26-536Z_r00072_d10.000_rep6,72,6,9dbcb7d6,2.0,10,38,7600,0.0,82,114,89,0.017383,114,79,0.017382,0.017383,0.017382,0.014012,0.014011,-0.000001,1,6
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-12-26-536Z_r00072_d10.000_rep6,72,6,9dbcb7d6,2.0,10,39,7800,0.0,82,114,89,0.015793,114,79,0.015792,0.015793,0.015792,0.012736,0.012735,-0.000001,1,6
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-12-26-536Z_r00072_d10.000_rep6,72,6,9dbcb7d6,2.0,10,40,8000,0.0,82,114,89,0.014336,114,79,0.014335,0.014336,0.014335,0.011570,0.011569,-0.000001,1,6
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-12-26-536Z_r00072_d10.000_rep6,72,6,9dbcb7d6,2.0,10,41,8200,0.0,82,114,89,0.013004,104,114,0.013003,0.013004,0.013003,0.010504,0.010503,-0.000001,1,6
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-12-26-536Z_r00072_d10.000_rep6,72,6,9dbcb7d6,2.0,10,42,8400,0.0,82,114,89,0.011786,104,114,0.011785,0.011786,0.011785,0.009531,0.009530,-0.000001,1,6
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-12-26-536Z_r00072_d10.000_rep6,72,6,9dbcb7d6,2.0,10,43,8600,0.0,82,114,89,0.010675,104,114,0.010674,0.010675,0.010674,0.008644,0.008643,-0.000001,1,6
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-12-26-536Z_r00072_d10.000_rep6,72,6,9dbcb7d6,2.0,10,44,8800,0.0,82,114,89,0.009661,104,114,0.009661,0.009661,0.009661,0.007835,0.007835,-0.000001,1,6
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-12-26-536Z_r00072_d10.000_rep6,72,6,9dbcb7d6,2.0,10,45,9000,0.0,82,114,89,0.008738,104,114,0.008738,0.008738,0.008738,0.007099,0.007098,-0.000001,1,6
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-12-26-536Z_r00072_d10.000_rep6,72,6,9dbcb7d6,2.0,10,46,9200,0.0,82,114,89,0.007898,104,114,0.007898,0.007898,0.007898,0.006428,0.006428,-0.000001,1,6
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-12-26-536Z_r00072_d10.000_rep6,72,6,9dbcb7d6,2.0,10,47,9400,0.0,82,114,89,0.007135,104,114,0.007135,0.007135,0.007134,0.005818,0.005817,-0.000001,1,6
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-12-26-536Z_r00072_d10.000_rep6,72,6,9dbcb7d6,2.0,10,48,9600,0.0,82,114,89,0.006441,104,114,0.006441,0.006441,0.006441,0.005262,0.005261,-0.000001,1,6
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-12-26-536Z_r00072_d10.000_rep6,72,6,9dbcb7d6,2.0,10,49,9800,0.0,82,114,89,0.005812,104,114,0.005812,0.005812,0.005811,0.004757,0.004756,-0.000001,1,6
sol_phase311_16y_adaptiveHandshakeDampSweep_v1,2026-05-30T22-12-26-536Z_r00072_d10.000_rep6,72,6,9dbcb7d6,2.0,10,50,10000,0.0,82,114,89,0.005241,104,114,0.005241,0.005241,0.005240,0.004297,0.004297,-0.000000,1,6
